"id","comic_id","title","chapter_index"
"1688","23","Chương 03: Tôi sẽ cố hết sức bảo vệ nhà Tô!","109023"
"1689","23","Chương 04: Thần y... không ngốc?!","114811"
"1691","23","Chương 06: Rốt cuộc ngươi là ai?!","111221"
"1692","23","Chương 07: Cao thủ bí ẩn","112852"
"1693","23","Chương 08: Dành tặng Tiểu Phàm...","114852"
"1694","23","Chương 09: Tôi là người của Diệp Phàm!","114891"
"4381","188","Kết Quả Xổ Số","104985"
"2937","102","Sư Phụ Côn Trùng Ngày Tận Thế (Phiên Bản Tranh) 003","76538"
"3795","133","51 - Quyết tâm × Hồi hai thế hệ bảo hộ · Phần ba","92362"
"1459","4","8 ""Gặp Gỡ Bắt Đầu Từ Cái Chạm Dịu Dàng""","122928"
"27381","136","Chương 1 Chương 5 Phần 1","10"
"3405","120","06 Xử Lý Thằng Này Thế Nào?","47052"
"3406","120","07 Mấy Người Có Phải Quá Vô Tư Không?","48255"
"3407","120","08 Trận Chiến Kịch Liệt! Số Phận Bibo Sẽ Ra Sao?","49390"
"3408","120","09 Cố Lên! Chỉ Có Mày Mới Cứu Được Anh Ấy","50182"
"3409","120","10 Thị Trấn Cảng, Có Tìm Được Manh Mối Không?","52278"
"3410","120","11 Vic Sẽ Chết Cô Đơn Nếu Không Ra Tay Khi Cần","53246"
"3411","120","12 Sao Có Thể Nhìn Người Ta Chết Mà Không Giúp!","54050"
"3412","120","13 Gió Biển Buổi Tối","55100"
"3413","120","14 Thiện Có Thiện Báo! Lên Khinh Khí Cầu!","56366"
"3414","120","15 Thành Phố Trời Lạnh","57232"
"3415","120","16 Phát Hiện Bí Mật Lớn!","57973"
"1453","4","2 ""Nhượng x Ninh""","115479"
"1454","4","3 ""Anh Ăn Chắc Rồi""","115480"
"1455","4","4 ""Ai Mới Là Kẻ Cho Ăn?""","117696"
"40","5","Ra mắt ngày 20 tháng 9","107534"
"41","5","Thông tin cập nhật ngày 20 tháng 9","116726"
"42","5","Chương 1 Thuốc giải","105026"
"27382","136","Chương 1 Chương 5 Phần 2","11"
"5072","157","Tập 21 Lưỡi dao khác biệt (Phần dưới)","2352"
"1486","7","001 Bí mật của Thiên Chi Kiêu Tử","107794"
"1695","23","Chương 10: Chợ đen Thành Vân","121620"
"1696","23","Chương 11: Dám động vào người của tôi!","121622"
"4391","23","Chương 12: Kích hoạt bản năng của tôi!","122265"
"1740","28","Chương 4: Trư Thiếu? Linh Hồn Bảo Hộ Quả Nhiên Là Con Heo!","124092"
"1741","28","Chương 5: Hoàng Thiên Đế Trợ Giúp Diệp Tiểu Phong, Đột Phá Trong Nguy Cơ","124590"
"1506","7","018 Viên kẹo khiến người ta không thể dừng lại","125576"
"5656","166","Lão Bọ Cạp (4)","1254"
"1742","28","Chương 6: Xác Sống Bao Vây! Hoàng Thiên Đế Và Thạch Mệnh","125360"
"4382","188","Thông Báo","105725"
"1484","6","Chương 7: Dụ rồi thả","125545"
"5667","166","Dưới ánh lửa (Phần 3)","1763"
"3973","164","Chương 189: Ngồi Nói Đạo","1694"
"3309","117","1 - Dự báo","42329"
"3310","117","01 Cao thủ xuống núi, tám sư tỷ ta đến đây","44719"
"3311","117","02 Y thuật tầm thường hại người, thần y ra tay","44941"
"24612","144","Chương 6: Tạm Biệt! Kiều Tiểu Mẫn!","15"
"1466","5","Chương 2: Chào buổi sáng, anh trai","105635"
"1468","5","Chương 4: Anh chàng ồn ào","109229"
"1469","5","Chương 5: Không thể ăn một mình","109234"
"1470","5","Chương 6: Tôi muốn ngủ ngon","113613"
"1471","5","Chương 7: Hãy coi tôi như công cụ","114130"
"1487","7","002 Hẹn ngày tái ngộ","107089"
"1488","7","003 Hiện trường án mạng bị thay đổi","109161"
"1489","7","004 “Lần đầu gặp mặt”","109187"
"1490","7","005 ACE","110249"
"1491","7","006 Những thứ tôi muốn","111426"
"1492","7","007 Kẻ giết người đang ẩn nấp ở đây","112772"
"1493","7","008 Cái miệng như đường bọc độc","114071"
"1494","7","009 Nói thắng còn quá sớm","115159"
"1664","21","008 Lòng trung thực của người ngoài","125770"
"1665","21","009 Bị lừa nặng nề","125772"
"1666","21","010 Đánh giá chính thức của người điều khiển mèo hoàng gia","125847"
"1667","21","011 Mèo nữ Tiểu Ngọc","125849"
"1668","21","012 Kết thúc đánh giá","125851"
"1670","21","014 Thái Tử đã ký hợp đồng","126471"
"1671","21","015 Giả làm chuột ăn mèo","126502"
"1672","21","016 Giao dịch yêu mèo","126532"
"1673","21","017 Thợ săn mèo bất hợp pháp","126735"
"1674","21","018 Cô dì phá hủy bãi đậu xe!","126736"
"1719","26","Chương 6: Cậu đã có con đường tự sát rồi","115435"
"27383","136","Thông Báo Cảm Ơn + Ghi Chú Cập Nhật","12"
"1720","26","Chương 7: Gọi cảnh sát đi, đứng đó làm gì?","115574"
"1721","26","Chương 8: Dịch vụ khách hàng xuất sắc","115448"
"3312","117","03 Con cháu bất hiếu muốn phân chia gia sản","44947"
"3314","117","05 Ai là hung thủ, sự thật lộ diện","46612"
"3315","117","06 Ta là người thật thà, không bao giờ lừa dối","48215"
"1518","13","Dự báo: Đã đến thì hãy an tâm.","115583"
"1519","13","01","126593"
"1520","13","02","126595"
"1521","13","03","126596"
"1522","14","Dự báo tác phẩm mới","125428"
"1523","14","Chương 1: Tỏ tình trước đám đông?","126376"
"1524","14","Chương 2: Yêu thêm kiểu “đại tỷ” thế này","126436"
"1525","14","Chương 3: Vớt ở đáy biển sâu","126443"
"1526","14","Chương 4: Nơi bí mật","127046"
"1495","7","010 Để tôi xem giúp bạn","116160"
"1496","7","011 Điều bạn muốn từ tôi là...","117217"
"1497","7","012 Chỉ đường thần tiên · Phần một","118759"
"1498","7","Ngoại truyện - Cho tôi chút thưởng đi, chủ nhân","119776"
"1499","7","013 Bắt cóc tôi","119848"
"1500","7","014 Âm mưu vs Mưu kế","120317"
"1501","7","015 Không ai theo quy tắc cả","121589"
"1502","7","Ngoại truyện - Một cảnh bốn năm sau","122709"
"1723","26","Chương 10: Gọi xe Didi không?","115575"
"1724","26","Chương 11: Lương cao ba nghìn","123194"
"3316","117","07 Cùng chung một phòng mới có thể hóa hung thành cát","48218"
"5464","178","Mùa 2 Tập 26: Người Hàng Xóm Mới","158"
"4392","26","Chương 12: Vệ Sĩ Cao Cấp","123195"
"5670","166","Thần Ma Giáo (Phần 1)","2097"
"1761","30","Dự nhiệt: Thay giá quý nữ vs Con kế tái sinh","121587"
"1762","30","Tập 01 Thay giá","123308"
"1763","30","Tập 02 Người đàn ông bí ẩn","123542"
"1764","30","Tập 03 Giấc mơ mộng mơ","123618"
"1765","30","Tập 04 Con kế thâm hiểm lại là người tái sinh?!","124064"
"1766","30","Tập 05 Sức quyến rũ khó cưỡng","124856"
"1767","30","Tập 06 Nguy hiểm mới chỉ bắt đầu","125562"
"1768","30","Tập 07 Dòng chảy ngầm","126130"
"1769","30","Tập 08 Lợi dụng hay rung động","126808"
"1817","34","Chương 10 Ai cũng có, chỉ riêng tôi không!","123566"
"1748","29","Chương 4: Tiên tử dẫn tôi bay","123346"
"1749","29","Chương 5: Vẫn có thể điều khiển thú?!","123349"
"1750","29","Chương 6: Trừ dị chứng","123350"
"1752","29","Chương 8: Xà tâm liên","123352"
"1753","29","Chương 9: Nợ bạn một ân tình","123353"
"1754","29","Chương 10: Chắc chắn có kỳ ngộ","123354"
"1755","29","Chương 11: Ngưng hồn thông mạch","124576"
"1756","29","Chương 12: Thần hồn hợp nhất","124577"
"1757","29","Chương 13: Ly biệt và đối mặt","124580"
"1758","29","Chương 14: Hoài nghi","124583"
"1759","29","Chương 15: Tam công tử làm điều ác nhiều","124871"
"1760","29","Chương 16: Ngoài dự liệu","124605"
"1844","37","Chương 4 Cha~","108909"
"1845","37","Chương 5 Kết Cục Của Kẻ Bắt Nạt Vương Phi Tôi","108911"
"1846","37","Chương 6 Học Lễ Nghi","114136"
"1530","2",NULL,"114621"
"3317","117","08 Khám bệnh hay chơi xấu?","49347"
"1743","28","Chương 7: Đoàn Thợ Săn Tận Thế, Săn Lùng Kẻ Thức Tỉnh!","126010"
"5477","178","Mùa 2 Tập 38: Gặp Lại Trên Đường Âm Phủ!","171"
"1744","28","Chương 8: Thám Hiểm Đêm Phòng Thí Nghiệm Kinh Dị","126717"
"1770","31","Dự Báo: Kết Hôn Rồi Mới Biết Tôi Bị Ngoại Tình?!","120628"
"1771","31","1  Khởi Đầu Cơn Ác Mộng","120639"
"1772","31","2  Ngôi Nhà Mới","120651"
"1773","31","3  Bạn Là Ai?","120832"
"1774","31","4  Ngôi Nhà Ma Ám","123276"
"15795","148","Chương 156: Trước công toàn bỏ","820"
"1775","31","5  Một Gia Đình Bốn Người","124166"
"1776","31","Oi~ Vào Đây Rút Thăm May Mắn","124358"
"1777","31","6  Lớp Lớp Lời Nói Dối","125017"
"1778","31","7  Ác Ma Xuất Hiện","125620"
"1779","31","8  Bị Giam Cầm × Hạn Chế","126197"
"1780","31","9  Bị Giam Cầm × Hạn Chế 2","126911"
"1792","32","011 Tôi có con của bạn rồi!","125523"
"1793","32","012 Đậu đỏ","126032"
"1794","32","013 Chu Dục Văn sẽ không chọn bạn","126174"
"1795","32","014 Cô ấy! Cô gái tôi thích","126702"
"1796","32","015 Bạn có muốn không chịu trách nhiệm không?","126833"
"1598","8","Bẩm sinh dị đồng","123937"
"1567","11","002 Trạm tiếp theo! Cướp hôn!","111410"
"1569","11","004 Tôi đã chán ngấy việc đe dọa cậu rồi","112078"
"1570","11","005 Thẩm Trí, cậu có sợ ngứa không?","113586"
"1571","11","006 Đe dọa tử vong","114122"
"1572","11","007 Tôi hình như đã động lòng với anh ấy rồi","115815"
"1573","11","008 Hôn tôi một cái rồi hãy đi!","116836"
"1574","11","009 Tại sao anh ấy lại hôn tôi...","118432"
"1576","11","011 Cậu quan tâm tôi đến thế sao","119801"
"1577","11","Ngoại truyện: Điên cuồng","119924"
"1578","11","Giấy xin nghỉ","120186"
"1579","11","012 Nhớ rõ thân phận của mình","121202"
"1580","11","013 Cuộc sống học đường bắt đầu!","122613"
"1581","11","014 Kế hoạch cho ăn đồ ngọt!","123318"
"1850","38","Khởi Động~","119950"
"1830","36","Tình địch gặp mặt, ghen tuông hơn thường 01","116010"
"1831","36","Tình địch gặp mặt, ghen tuông hơn thường 02","120464"
"3433","119","Dự báo","41607"
"3434","119","Chương 1: Thông cảm với kẻ xấu!","42444"
"3435","119","Chương 1 phần 2: Tôi, dị nhân bẩm sinh","44308"
"3436","119","Chương 2: Ai bắt nạt chồng tôi!","44938"
"3437","119","Chương 3: Thông Thánh ở đâu!","44939"
"3438","119","Chương 4: Kẻ nào bắt nạt nhóm Mặc ta dù xa cũng phải trừng trị","44942"
"3439","119","Chương 5: Đưa cổ ra mà chém","44949"
"3440","119","Chương 6: Đến từ ngoài không gian","44950"
"3216","112","Mở Đầu","43493"
"3533","121","16","42325"
"5680","166","Nguyệt Loan Nam Thôn (Phần 2)","2560"
"5491","178","Mùa 2 Tập 52: Đại Kết Cục (Phần 1)","185"
"2599","89","001 Kiếp Trước Kiếp Này","87021"
"2600","89","002 Ai Có Thể Là Vua","87743"
"2601","89","003 Hôn Phu","89045"
"2602","89","004 Gia Tộc Andrew","89913"
"2603","89","005 Huấn Luyện Đặc Biệt Của Nữ Vương","91308"
"2604","89","006 Đấu Thú","92420"
"2605","89","007 Bắt Cóc","94932"
"2607","89","009 Cho Kẹo","124506"
"2716","95","Dự Báo","69690"
"3182","109","Lập trình viên cũng có tình yêu... sao?","54061"
"3185","109","Trốn Chạy","56364"
"3186","109","Hệ Thống Nông Việc","57224"
"3187","109","Nguyên Liệu Rơi Xuống","57939"
"3188","109","Thần Khí?","59747"
"3177","108","05 Đột Phá","56858"
"3178","108","06 Tôi Là Bạn","57848"
"3179","108","07 Ác Ý","58717"
"3180","108","08 Bất Lực","58756"
"3181","108","09 Mùi Hôi Thối","61473"
"3195","110","Tập 5 Chìa khóa","64495"
"3196","110","Tập 6 Đổi giày","66358"
"3197","110","Tập 7 Đánh răng","67322"
"3199","110","Tập 9 Con nhện","71883"
"1832","36","Tình địch gặp mặt, ghen tuông hơn thường 03","120465"
"5685","166","Nhân vật quan trọng Tây Ngưu Hạ Châu (Phần 2)","2984"
"3318","117","09 Rất muốn bám váy đại nhân!","49356"
"3319","117","10 Không ổn, Sương Nhi gặp nguy hiểm","50670"
"3320","117","11 Ngươi yếu đến mức ta chẳng có chút thành tựu nào","50671"
"3321","117","12 Triệu Khả Tâm sao lại đột nhiên có nút chết?","51939"
"3322","117","13 Muốn có đơn hàng?","51940"
"3323","117","14 Chung Thiếu, không ngờ ngươi có sở thích này","52762"
"3324","117","15 Để ta khiến ngươi không thể rời khỏi cổng Bạch Kim Hàn","52767"
"3325","117","16 Chỉ cần một ánh mắt là nhìn ra điểm yếu của ngươi","53704"
"3326","117","17 Ta sẽ thay sư tỷ dạy ngươi một bài học!","53705"
"3327","117","18 Đừng để ai làm phiền chúng ta","54658"
"3328","117","19 Ta đã bị sư phụ bán từ lâu rồi","54660"
"2985","103","Chương 42: Tặng Bạn Một Quân Cờ","87296"
"2986","103","Chương 43: Công Kích Huyền Nguyệt Vương Triều","88393"
"2987","103","Chương 44: Thịt Hồn Đoạt Phách","88394"
"2988","103","Chương 45: Cổ Lão Quay Về","89259"
"2711","93","Chương 1: Ta, Li Zhi, Hoàng tử thứ chín nhà Đường","74706"
"2715","94","Mời Đón Xem","76202"
"2712","93","Chương 2: Vô do, vì sao đầu treo ở chợ?","78912"
"2713","93","Chương 3: Viên Thiên Cang: Thúc phụ oan cho ta!","85103"
"2714","93","Tập 4: Thiên Khán tràn đầy võ đức","87801"
"2694","92","Chương 01: Chiến Thần Trở Lại","81474"
"2695","92","Chương 02: Tro Cốt Chủ Phụ Chủ Mẫu Bị Trộm","81479"
"2696","92","Chương 03: Tiệc Gia Tộc Vương","81487"
"2697","92","Chương 04: Mảnh Giấy Bí Ẩn","83777"
"2764","97","Dự Báo Ra Mắt","70737"
"2765","97","001 Khởi Động Hợp Đồng","71225"
"2766","97","002 Được rồi, anh bạn, cậu thật ngầu","71226"
"2767","97","003 Kiểm Tra Phân Lớp","71227"
"2768","97","004 Yếu Tố Hợp Đồng","71444"
"1833","36","Tình địch gặp mặt, ghen tuông hơn thường 04","120466"
"1834","36","Tình địch gặp mặt, ghen tuông hơn thường 05","120467"
"1835","36","Tình địch gặp mặt, ghen tuông hơn thường 06","123373"
"1836","36","Tình địch gặp mặt, ghen tuông hơn thường 07","124905"
"1837","36","Khoảnh khắc tự tin của A Lương","125353"
"1838","36","Tình địch gặp mặt, ghen tuông hơn thường 08","126081"
"1839","36","Người phụ nữ biến mất ở Bình Lạc Phường 09","126804"
"1952","46","Dự báo","114066"
"1953","47","Dự báo","107329"
"1421","12","","105769"
"1422","12","","107085"
"1423","12","","108561"
"1424","12","","110535"
"1425","12","","111987"
"1426","12","","114097"
"1427","12","","115581"
"5073","157","Tập 22 Sự cám dỗ của phó thị trưởng","8616"
"1428","12","","117230"
"1429","12","","119360"
"1430","12","","120640"
"1622","10","Chương 18: Cuộc Hẹn Bánh Mì Nướng","125045"
"5074","157","Tập 23 Ký ức mất kiểm soát","9458"
"1432","12","","123342"
"1433","12","","124296"
"1434","12","","125307"
"1435","12","","126212"
"1436","12","","127109"
"1933","44","Chương 6: Ồ, Hóa Ra Bạn Muốn Thuê Nhà","118316"
"1934","44","Chương 7: Tôi Gặp Được Anh Hùng","120134"
"1935","44","Chương 8: Nghe Tôi Nói Cảm Ơn Bạn","120347"
"1936","44","Chương 9: Xác Sống Titan","121144"
"1642","18","Dự báo: Thế giới này chỉ là một nô lệ mèo khổng lồ~","119470"
"1643","18","000 - Thần đã chết","125863"
"1606","10","Chương 3: Tìm kiếm Phong Liên Giáo","117090"
"1607","10","Chương 4: Đến Làm Loạn","117237"
"1608","10","Chương 5: Tôi Không Vào Địa Ngục, Ai Vào?","118809"
"1609","10","Chương 6: Thái Cực Quyền","119735"
"1615","10","Đơn Xin Nghỉ","122432"
"1656","21","Dự báo","125370"
"1657","21","001 Phát thanh viên Thái Tử","125531"
"1658","21","002 Khoảnh khắc thoáng qua","125534"
"5492","178","Mùa 2 Tập 53: Chương Cuối Đại Kết Cục","186"
"1659","21","003 Đừng phát ra tiếng","125517"
"1660","21","004 Chỉ vậy thôi?","125601"
"1661","21","005 Tôi sẽ chết sao?","125602"
"1662","21","006 Bệnh nhân mèo nguy hiểm","125716"
"1847","37","Chương 7 Sớm Muộn Gì Cũng Rời Xa Anh Ấy","119670"
"2142","59","016 Xâm Lược Thành Phố! Những Người Cứu Thế Tập Hợp!","125467"
"2143","59","017 Những Người Cứu Thế Thành Đô Vũ Châu Thất Bại Thảm Hại!","125575"
"2144","59","018 Làm Việc Xấu Là Không Thể Chạy!","125577"
"2145","59","019 Quá Mạnh, Toàn Quân Tập Hợp!","125908"
"2146","59","020 Chỉ Có Thần Mới Đánh Bại Được Loài Người!","125912"
"2147","59","021 Mày Gọi Mình Là Thần Goblin À?","126312"
"2148","59","022 Hành Tinh Goblin Bị Tiêu Diệt!","126611"
"2149","59","023 Trở Thành Người Cứu Thế Hạng X!","126613"
"2150","59","024 Mày Cũng Bị Hội Chứng Chuunibyou!","126973"
"2720","95","Chương 4: Cánh Tay Phải Của Thợ Thủ Công","71604"
"27384","136","Chương 1 Chương 6 Phần 1","13"
"5127","158","05 Hai việc cần báo cáo","904"
"5170","132","Quả là một trận chiến tuyệt vời","588"
"1669","21","013 Hợp đồng Thần Mèo","126276"
"1675","21","019 Đầu đạn yêu thuật","126783"
"5600","165","Chương 67: Lịch Kiếp","999"
"2989","103","Chương 46: Luân Hồi Kiếp","89260"
"2990","103","Chương 47: Ngươi Dám Ngỗ Nghịch Bản Tòa","90237"
"2991","103","Chương 48: Gia Tộc Châu Đã Diệt","90239"
"2992","103","Chương 49: Nói Rõ Giá Của Ngươi","90961"
"2993","103","Chương 50: Nữ Nhi Thiên Mệnh","90964"
"1641","17","Nhiệt Độ Tận Thế: Bạn Có Thể Cố Gắng Được Bao Lâu?","125691"
"1651","19","Dự báo","126104"
"1848","37","Chương 8 Tàn Quân Lại Đến Rồi!","119671"
"1849","37","Chương 9 Đoàn Tụ Cha Con","125308"
"1652","20","Thầm Yêu","125515"
"1653","20","Nghiên cứu","125591"
"1654","20","Chỉ đạo","125592"
"1655","20","Thần Tượng Được Yêu Thích","125750"
"2165","62","Bí Ẩn Siêu Thị London 02","112120"
"2743","96","Chương 19","71343"
"4659","178","Mùa 2 Tập 1: Cố Chấp","133"
"27385","136","Chương 1 Chương 6 Phần 2","14"
"2994","103","Chương 51: Phục Vụ Trọn Đời","91659"
"2995","103","Chương 52: Đoàn Xe Chủ Tông Thái Thượng Đã Đến","91661"
"2996","103","Chương 53: Thu Đệ Tử","92924"
"2997","103","Chương 54: Chu Thiên Tinh Quỹ Dụng","92925"
"2998","103","Chương 55: Thông Thiên Giám","94150"
"2999","103","Chương 56: Vân Ẩn Tông Muốn Ra Tay","94152"
"3002","103","Chương 59: Trước Hết Tìm Ra Lỗ Hổng","96543"
"3004","103","Chương 61: Ta Tự Có Mưu Kế","99159"
"2943","103","Dự Báo","58463"
"2944","103","Chương 01: Hệ Thống Nhỏ Hèn Mọn Quỳ Lạy Gắn Kết","60547"
"2945","103","Chương 02: Hệ Thống Tặng Vợ","60550"
"2946","103","Chương 03: Vợ Nữ Đế Dâng Hiến Bản Thân","60556"
"2948","103","Chương 05: Chủ Thể Sinh Ra Ý Đồ Sát","61377"
"2949","103","Chương 06: Hệ Thống Cẩu Có Phải Đang Lừa Tôi?","61987"
"2950","103","Chương 07: Quốc Sư Gặp Sự Cố","63454"
"2951","103","Chương 08: Toàn Tộc Đợi Tôi Cứu","63456"
"2952","103","Chương 09: Kỳ Phùng Địch Thủ","64877"
"2953","103","Chương 10: Mảnh Vỡ Thiên Đạo","64879"
"2955","103","Chương 12: Xác Sống Cũng Dám Hỗn Trước Mặt Tôi","66634"
"2956","103","Chương 13: Bố Trí Lễ Đường","67551"
"2958","103","Chương 15: Hậu Quả Gây Rối Đám Cưới Tôi","71077"
"1851","39","Dự báo","119720"
"1852","39","Tề Nguyên","119721"
"1853","39","Sư Tôn Cô Rất Đẹp","119722"
"1854","39","Đại Sư Huynh Cả Ngày Luyện Linh","119723"
"2724","96","Dự báo: CEO không tu tiên thì không phải bảo mẫu tốt","67312"
"2166","62","Bí Ẩn Siêu Thị London 03","114602"
"2168","62","Băng Đao Ba 02","116571"
"2169","62","Băng Đao Ba 03","118071"
"2170","62","Băng Đao Ba 04","119672"
"2171","62","Băng Đao Ba 05","121178"
"2173","62","Thiên Hựu Kiếm 02","123370"
"2174","62","Thiên Hựu Kiếm 03","124432"
"2175","62","Giao Diện Não-Máy Mất Kiểm Soát 01","125192"
"2176","62","Giao Diện Não-Máy Mất Kiểm Soát 02","125841"
"2177","62","Giao Diện Não-Máy Mất Kiểm Soát 03","126535"
"2178","62","Giao Diện Não-Máy Mất Kiểm Soát 04","127023"
"3836","182","003 Nhanh đi phục vụ Hoàng tử điện hạ","3"
"10300","132","Chú tìm cháu","427"
"15805","148","Chương 166: Vô song","1176"
"5604","165","Chương 71: Để Tôi Giúp Em Nhớ Lại","1025"
"1701","24","Gan Gấu? Chó Cũng Không Ăn","124462"
"1722","26","Chương 9: Nhân viên mới vào làm","115449"
"1697","24","Dự Báo","117161"
"1698","24","Xác Sống Thức Tỉnh","124368"
"1699","24","Kỳ Thi Tuyển Sinh Học Viện","124370"
"1700","24","Nông Dân và Xác Sống","124461"
"1702","24","Cuộc Chiến Để Minh Chính Cho Nông Dân","125487"
"1703","24","Khách Không Mời Trên Trang Trại","125858"
"1713","26","Dự báo: Tôi đã mạnh hơn, cũng điên cuồng hơn!","102142"
"1714","26","Chương 1: Ôi trời, tận thế đến rồi","102283"
"1715","26","Chương 2: Thăng chức tăng lương, đi làm chấm công","114753"
"1716","26","Chương 3: Người phát tờ rơi xuất sắc","114758"
"1717","26","Chương 4: Hòa thuận với đồng nghiệp rất quan trọng","114766"
"1718","26","Chương 5: Nhân tài kiểu vệ sĩ","115434"
"1736","28","Dự Báo","121124"
"1737","28","Chương 1: Tái Sinh Trong Tận Thế, Thức Tỉnh Hoàng Thiên Đế","121180"
"1738","28","Chương 2: Nguyệt Huyết Hạ Thế, Vạn Vật Dị Biến","123149"
"1739","28","Chương 3: Chiến Tranh Bóng Tối Độc Ác — Linh Hồn Bảo Hộ Bạch Tuộc","123150"
"1367","2","Dự Báo","104350"
"2286","69","Chương 1","100551"
"27386","136","Chương 1 Chương 7 Phần 1","15"
"2289","72","Bí Mật Của Tôi","100466"
"2219","64","10 Không Thể Dịu Dàng Hơn Một Chút À?","107252"
"2220","64","11 Đã Đến Lúc Trình Diễn Kỹ Năng!","110364"
"27387","136","Chương 1 Chương 7 Phần 2","16"
"2221","64","12 Anh Ấy Nói Dối À?","112754"
"2222","64","13 Đi Xem Bảo Bối Đi!","114175"
"2224","64","14 Xuất Hiện Nhân Vật Đáng Ngờ","116207"
"2225","64","15 Chơi Trò Chơi Nào!","117392"
"2226","64","16 Cậu Quá Chậm Rồi!","118985"
"2227","64","17 Nam Mami Có Mặt","119971"
"2228","64","Đơn Xin Nghỉ","120378"
"2229","64","18 Hãy Tự Bảo Trọng!","121864"
"1725","27","Tài Liệu Quảng Bá","106351"
"1726","27","Dự Báo","109996"
"1727","27","Chương 1: Ủy Ban Săn Thần","109997"
"1728","27","Chương 2: C'est la vie","110863"
"1729","27","Ngoại truyện 1: Chuyện Xưa Thổ Địa Phúc Bảo","109769"
"1730","27","Chương 3: Nghệ Thuật Đương Đại","109992"
"1731","27","Chương 4: Việc Bán Mạng","114980"
"1732","27","Chương 5: Đầu Cừu Thịt Chó","119956"
"1733","27","Chương 6: Tầng Lớp Trung Lưu?","120012"
"1734","27","Đặc Biệt: Bìa","120035"
"1735","27","Chương 7: Nặn Hồng","123859"
"1704","25","Biệt Bảo","124456"
"1705","25","Thu Thập Vỏ Vàng","124457"
"1706","25","Mộc Gối Rồng","124458"
"1707","25","Đào Mộ","125108"
"1708","25","Giếng Bảo","125113"
"1709","25","Sói Mắt Trắng","125117"
"1710","25","Mắt Cáo","125118"
"1711","25","Thủy Khố Đoàn Kết","125151"
"1712","25","Bóng Ma","125152"
"1745","29","Chương 1: Tôi chết rồi sao?","116676"
"1746","29","Chương 2: Cái lạnh thấu xương","123343"
"1747","29","Chương 3: Linh Xà bạo khởi","123344"
"2274","66","Khởi động","99642"
"2275","66","01- Kết Nối Hệ Thống","97145"
"2276","66","02- Có Tiền Có Mặt Mũi","99643"
"2277","66","03- Tấn Công Xác Sống","99644"
"2278","66","04- Công Việc Mới","99645"
"2982","103","Chương 39: Nam Vô Gia Thập Lâm","85847"
"2983","103","Chương 40: Máy Bay Không Người Lái","85862"
"5076","157","Tập 25 Liên minh bí ẩn (Phần trên)","11160"
"2984","103","Chương 41: Huyền Nguyệt Vương Triều Đầu Hàng","87295"
"3441","119","Chương 7: Lại để bọn họ chạy mất","44952"
"3444","119","Chương 10: Cố lên bạn của tôi","44954"
"3445","119","Chương 11: Tạm biệt thế giới này","50748"
"3446","119","Chương 12: Tinh thần Mặc Tử","50751"
"3447","119","Chương 13: Cứu nền văn minh thế giới","50753"
"3448","119","Chương 14: Ra trận Nam Cực","50754"
"3450","119","Chương 16: Đi Tân Cương","54208"
